customer_id,first_name,last_name,city,signup_date
266,David,Romero,madrid,2024-10-18
668,Anna,Garcia,Barcel0na,20241225
657,Sara,Silva,Barcelona,2024-10-25
383,John,Silva,Madird,2024-06-04
96,Sara,Vega,bar celona,2024-10-15
622,Nina,Dubois,Barcelona,2024-10-09
70,Mateo,Navarro,bar celona,2024-11-06
389,John,Smith,BARCELONA ,2024-11-26
244,Sofia,Lopez,Madrid,2024-11-27
344,Nina,Diaz,mad rid,2024-09-05
524,Marta,Vega,madrid,2024-09-16
697,David,Garcia,BARCELONA ,2024-10-24
264,Mateo,Romero, BARCELONA,2024-11-10
67,Hugo,Garcia, BARCELONA,2024-12-13
2,Sofia,Lopez,BARCELONA ,2024-11-21
415,Lucas,Navarro,Madird,2024-07-25
539,Noah,Smith,mad rid,2024-12-07
589,Nina,Gonzalez,madrid,2024-11-17
95,Mateo,vega, MADRID ,2024-07-11
292,Nina,Brown,Madríd,2024-07-27
76,Alex,Sanchez,BAR CELONA,2024-11-15
549,carlos,Muller, MADRID ,2024-07-18
318,Leo,,Barcel0na,not_a_date
53,MATEO,Dubois,mad rid,2024-06-17
611, Anna ,rossi, MADRID ,2024-11-15
333,David,Brown,BARCELONA ,2024-12-22
114,Mateo,ROSSI,Barcel0na,2024-07-28
63,Sara, Garcia ,Madird,2024-06-04
459,Carlos, Smith ,madrid,2024-10-05
287,Emma,Rodriguez,Barcel0na,2024-11-01
166,Daniel,Romero,mad rid,2024-09-17
658,Olivia,Gonzalez,barcelona,2024-08-27
413, Marta ,Gonzalez,Barcelóna,2024-09-17
74,Julia,Perez,Madrid,not_a_date
178,Daniel,Rodriguez, MADRID ,2024-10-26
174,Emma,Gonzalez,Madrid,2024-11-18
429,Emma,Rodriguez,bar celona,2024-06-13
699,NOAH,Silva,,2024-07-13
66,Carlos,DUBOIS,bar celona,2024-07-21
324,Sofia,WILSON,Barcelóna,2024-07-20
59,Carlos,Dubois,Madird,2024-08-31
98,Anna,Muller,Madrid,2024-07-18
421,Julia,Diaz,Madríd,2024-07-31
655,John,Vega, MADRID ,2024-11-04
374,LEO,Dubois,Madird,2024-11-12
232,Liam,Diaz,mad rid,not_a_date
94,Julia,Brown,Madird,2024-07-25
455,Liam,Silva,mad rid,2024-12-29
700,Liam,Brown,Barcelona,
405,David,Rossi, MADRID ,2024-08-11
480,Carlos,rossi,Barcel0na,2024/08/23
511,Hugo,Dubois,Barcelona,2024-06-22
101,Nina,Rossi,Barcelóna,2024-08-11
246,Marta,Martinez,Barcelona,2024-11-27
576,daniel,Brown, BARCELONA,20240725
586,,Costa,Madrid,2024-11-06
695,David,Vega, BARCELONA,2024-08-04
204,,wilson,Madird,2024-11-01
456,Olivia,Smith,Madird,2024-12-19
153,Nina,perez,mad rid,2024/08/22
184,emma,Dubois,Madríd,2024-12-08
280,Julia,Costa,mad rid,2024-12-05
458,Maria,Dubois, MADRID ,2024-10-09
527,Nina,Rossi,BARCELONA ,2024-07-10
151,Noah,Navarro,bar celona,2024-06-11
321,Liam,Rossi,Barcelóna,2024-07-14
490,Olivia,Navarro,Madrid,2024-08-26
714,John,Rodriguez,Barcelóna,2024-12-22
362,Lucas,Muller,BARCELONA ,2024-10-13
636,Leo,Costa,BARCELONA ,2024-09-09
583, Sara ,Navarro,madrid,2024-09-06
282,Hugo,rossi,madrid,2024-12-20
238,Sofia,Perez,BARCELONA ,2024-07-30
438,HUGO,Martinez,Barcelóna,2024-08-09
325,Maria,Sanchez,Madird,2024-08-26
331,Noah,Rossi,BARCELONA ,
266,David,Romero,madrid,2024-10-18
206,Leo,Perez,Madríd,2024-06-07
355,John,Torres,Barcelóna,2024-06-03
463,Nina,Diaz,madrid,2024-12-10
133,Noah,PEREZ,Barcelona,2024-06-11
42,David,Torres,Barcel0na,2024-08-17
636,Leo,Costa,BARCELONA ,2024-09-09
711,Alex,Romero,Barcel0na,2024-11-01
269,Sara,Perez, MADRID ,2024-11-20
685,Leo,Navarro,BARCELONA ,2024-06-20
716,,Gonzalez,MaDrId,2024-07-24
507,Carlos,Perez,MaDrId,2024-11-09
97,Carlos,Navarro,,2024-10-18
609,Olivia,Garcia,barcelona,2024-10-18
495,Lucas,Garcia,Barcel0na,2024-06-16
468,MATEO,Diaz,Barcelóna,
619,Julia,Vega,bARCELÓNA,2024-12-11
653,Sara,Vega,barcelona,2024-08-08
18,Carlos,Brown,MaDrId,2024-07-30
644,Marta,Muller, BARCELONA,2024-10-29
261,NINA,Silva,Madríd,2024-09-03
467,Liam,Torres,Madird,2024-09-18
478,,Rossi, BARCELONA,2024-11-23
378,Noah,Martinez,Barcelona,2024-06-05
99,Carlos,Torres,mad rid,2024-06-26
306,Mateo,Navarro,mad rid,2024-11-18
547,Carlos,,Madird,2024-08-28
542,Lucas,Martinez,Madrid,2024/06/07
614,Lucas,Brown,Barcelona,2024-10-01
665,Sofia,SILVA,Barcel0na,2024-09-08
597,Sara,Smith,madrid,2024-07-20
720,JOHN,Sanchez,,2024-11-15
624,Mateo,Rodriguez,barcelona ,2024-08-14
437,Hugo,Silva,MaDrId,
179,Hugo,Lopez,bar celona,2024-06-01
105,John,Garcia,Madrid,2024-09-30
311,Emma,Rodriguez, BARCELONA,2024-11-01
324,Sofia,WILSON,Barcelóna,2024-07-20
713,Hugo,Romero, MADRID ,20241218
155,SOFIA,Costa,Madird,2024-10-16
718,Lucas,Torres,mad rid,2024-12-12
489,Olivia,,Madird,2024-07-10
124,Emma,Lopez,barcelona,2024-09-20
43,Marta,Costa,Barcel0na,2024-10-13
303,Olivia,Dubois,barcelona,2024/10/04
453,Leo,Wilson,barcelona,2024-12-05
620,NINA,Lopez,Madríd,2024-09-14
271,Liam,ROSSI,barcelona,2024-07-01
255,,Diaz,madrid,2024-07-02
610,Sofia, Silva , BARCELONA,2024-07-18
590,Nina,Lopez,barcelona,2024-09-04
215,Maria, Muller ,BARCELONA ,2024-06-21
250,Daniel,COSTA, BARCELONA,2024-07-25
223,Anna,Garcia,bar celona,2024-08-14
719,Noah,costa,madrid,
80,Marta,,Madríd,2024-12-20
56,Maria,Muller,MaDrId,2024-10-03
654,Anna,Rodriguez,bar celona,2024-07-22
410,Alex,Perez,Madríd,2024-11-17
146,Carlos,Garcia,Madrid,2024-10-29
444,Mateo,Torres,mad rid,2024-06-09
322,Sara,Rossi,madrid,2024-10-14
13,Olivia,Muller,MaDrId,2024-07-07
139,Julia,,Barcelóna,2024-11-03
364,Nina,Vega,,2024-09-12
712,John,Smith,MaDrId,2024-10-10
272,Maria,Costa,BARCELONA ,2024-10-26
360,Alex,Brown,BARCELONA ,2024-08-10
477, Daniel ,Vega, MADRID ,2024-11-05
420,anna,Brown,Barcelóna,2024-12-07
623,,Smith,Madríd,2024-11-06
466,Alex,costa,BARCELONA ,2024-08-15
119,Anna,Perez,,2024-12-08
339,Anna,Gonzalez,mADRÍD,2024-12-15
14, Nina ,Torres, madrid ,2024-10-19
681,Emma,Wilson,bar celona,2024-08-14
515,Noah,Gonzalez,Madrid,2024-09-07
248,Hugo,Brown,Barcel0na,2024-06-01
113,daniel,Martinez,madrid,2024-11-01
253,Noah,Smith,Madird,2024-11-08
603,Sofia,Vega, MADRID ,2024-08-15
265,Liam,,MaDrId,2024-11-14
110,Maria,Lopez, BARCELONA,2024-10-04
494,DAVID,Lopez,Madríd,2024-09-11
77,Maria,Martinez,MaDrId,2024-09-07
694,Mateo,Vega,Barcelóna,2024-06-29
26,Noah,Brown,mad rid,2024-07-11
518,EMMA,Navarro,mADRID,2024-10-06
514,Carlos,Costa, MADRID ,2024-11-02
370,Anna,Perez,Barcelóna,2024-06-02
349,LEO,Diaz, MADRID ,2024-11-12
334,Lucas,Rossi,madrid,2024-09-04
509,Hugo,SANCHEZ,,20240829
657,Sara,Silva,bARCELONA,2024-10-25
536,Noah,Navarro,barcelona,2024-12-01
228,Nina,Silva,Barcel0na,2024-08-14
247,Lucas,Navarro,Barcelona,2024-06-14
633,Alex,,madrid,2024-07-18
295,Sofia,Garcia,Barcel0na,2024-08-23
58,Hugo,Romero,,2024-12-05
488,Marta,Dubois,madrid,2024-11-18
481,Liam,Vega,mad rid,20241006
304,Anna,Dubois, MADRID ,2024-10-10
222,Emma,Torres,MaDrId,2024-12-07
224,Nina,Dubois,BAR CELONA,2024-06-03
51,MATEO,COSTA,BARCELONA ,2024-09-08
257,Anna,Costa,Barcelona,2024-09-11
656,emma,Sanchez,Barcelóna,2024-09-20
40,Leo,DUBOIS,Barcelóna,not_a_date
379,,Vega,barcelona,
215,Maria, Muller ,BARCELONA ,2024-06-21
367,Sara,wilson,Barcel0na,2024-07-16
283,Nina,Diaz,MaDrId,2024-07-07
156,Lucas,Wilson,mad rid,2024-09-08
283,Nina,Diaz,MaDrId,2024-07-07
284,Daniel,Diaz, MADRID ,2024-10-14
31,Daniel,Sanchez,madrid,2024-12-14
533,Daniel,Dubois,Madrid,2024-07-18
293,Olivia,Dubois,Madrid,2024-12-06
626,Marta,rossi,Barcel0na,2024-07-17
135,Olivia,Torres,MaDrId,2024-08-25
12,Emma,Martinez, MADRID ,2024-10-25
470,Lucas,Navarro,madrid,2024-10-18
617,Daniel,Martinez,Madríd,2024-12-23
335,Sofia, Wilson ,Madrid,2024-07-21
646,Alex,Diaz,mad rid,2024-10-28
310,John,Diaz,Madrid,2024-11-27
163,Leo,Diaz,MaDrId,2024-08-21
518,EMMA,Navarro,Madrid,2024-10-06
356,Lucas, Torres ,mad rid,2024-09-17
132,Daniel,Muller,mad rid,2024-06-29
130,Alex,Lopez,Madríd,2024-12-05
382,Nina,Rossi,Madird,2024-10-21
373,Lucas,ROMERO,,2024-06-21
60,Mateo,Sanchez,bar celona,2024-08-12
457,Hugo,Garcia, MADRID ,2024-06-30
574,Sara,Muller,Barcel0na,2024-08-27
27,Hugo,,MaDrId,2024-08-01
674,Sara,Smith,Barcel0na,2024-10-02
315,Lucas,Muller,mAdRiD,
